,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-30306177.0,"[['C', 97], ['X', 14], ['Y', 14], ['S', 3], ['K', 51], ['C', 3], ['R', 3], ['Y', 3], ['S', 3], ['X', 1], ['K', 1], ['Y', 1], ['C', 1], ['R', 3]]",30306177.0,70323.552,168.0,54.0,24282.0
