,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-9550785.0,"[['X', 111], ['R', 3], ['S', 3], ['X', 50], ['C', 2], ['Y', 4], ['K', 2], ['K', 2], ['R', 3], ['C', 1], ['S', 3], ['K', 1], ['Y', 3], ['X', 1]]",9550785.0,62715.648,168.0,78.0,9192.0
