,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-142657.0,"[['K', 1], ['S', 3], ['R', 3], ['X', 31], ['K', 3], ['C', 3], ['Y', 19], ['X', 31], ['C', 1], ['X', 1], ['K', 1], ['R', 3], ['S', 3], ['Y', 8]]",142657.0,125442000000000.0,1024.0,138.0,83006.0
