,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-39.0,"[['C', 34], ['S', 3], ['Y', 223], ['R', 3], ['K', 34], ['X', 223], ['C', 1], ['K', 34], ['S', 3], ['X', 1], ['R', 3], ['C', 1], ['Y', 5], ['K', 1]]",39.0,125442000000000.0,1024.0,102.0,1910.0
