,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-871577.0,"[['C', 1], ['C', 1], ['Y', 34], ['K', 43], ['S', 3], ['X', 7], ['R', 3], ['K', 43], ['Y', 1], ['S', 3], ['R', 3], ['K', 1], ['X', 6], ['C', 1]]",871577.0,77569.568,168.0,114.0,24734.0
