,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-63874137.0,"[['K', 30], ['R', 3], ['K', 48], ['Y', 4], ['C', 3], ['X', 6], ['S', 3], ['X', 1], ['Y', 1], ['C', 1], ['X', 1], ['K', 1], ['S', 3], ['R', 3]]",63874137.0,0.058306944000000006,168.0,54.0,6816.0
