,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-3501.0,"[['C', 50], ['Y', 223], ['R', 3], ['X', 155], ['C', 2], ['S', 3], ['K', 3], ['X', 84], ['C', 2], ['Y', 1], ['K', 1], ['R', 3], ['S', 3], ['X', 1]]",3501.0,57898.272,168.0,90.0,174.0
