,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-511933.0,"[['C', 3], ['Y', 6], ['C', 1], ['K', 23], ['R', 3], ['X', 65], ['S', 3], ['X', 65], ['S', 3], ['K', 1], ['X', 1], ['Y', 6], ['C', 1], ['R', 3]]",511933.0,125442000000000.0,1024.0,114.0,22398.0
