,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,5967361.0,5338.976,0.845105877981096,16.0,54.0,338.0,4512.0,594.4319999999999,232.54399999999998,"[['X', 8], ['X', 1], ['S', 3], ['Y', 1], ['C', 1], ['K', 1], ['R', 3], ['Y', 1], ['S', 3], ['K', 1], ['X', 1], ['C', 1], ['Y', 1], ['R', 3]]"
