,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,577729.0,82988.256,0.5708759562316866,168.0,54.0,42690.0,47376.0,6241.535999999999,29370.719999999998,"[['X', 126], ['K', 1], ['R', 3], ['X', 1], ['C', 1], ['Y', 62], ['S', 3], ['Y', 2], ['Y', 1], ['X', 1], ['C', 1], ['K', 1], ['R', 3], ['S', 3]]"
