,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,18819.0,95545.632,0.49584684310843224,168.0,294.0,20622.0,47376.0,33981.695999999996,14187.936,"[['Y', 100], ['X', 219], ['K', 39], ['R', 7], ['S', 7], ['Y', 2], ['C', 3], ['K', 1], ['K', 1], ['C', 1], ['X', 1], ['Y', 1], ['R', 7], ['S', 7]]"
