,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-56.0,"[['K', 163], ['X', 223], ['Y', 223], ['S', 3], ['K', 6], ['R', 3], ['C', 3], ['K', 6], ['C', 1], ['S', 3], ['R', 3], ['X', 1], ['Y', 5], ['K', 1]]",56.0,61635.488,168.0,102.0,3590.0
