,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-548563.0,"[['K', 98], ['X', 91], ['Y', 6], ['S', 3], ['R', 3], ['K', 1], ['C', 3], ['Y', 2], ['S', 3], ['X', 45], ['K', 1], ['C', 2], ['Y', 1], ['R', 3]]",548563.0,202101.696,168.0,882.0,76716.0
