,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-1331187.0,"[['C', 54], ['R', 3], ['X', 34], ['K', 54], ['S', 3], ['Y', 6], ['C', 1], ['K', 27], ['S', 3], ['Y', 1], ['X', 1], ['R', 3], ['C', 1], ['K', 1]]",1331187.0,71970.624,168.0,54.0,26676.0
