,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-283129.0,"[['K', 14], ['R', 3], ['S', 3], ['Y', 37], ['C', 3], ['K', 2], ['X', 9], ['Y', 37], ['X', 7], ['Y', 1], ['K', 1], ['S', 3], ['R', 3], ['C', 1]]",283129.0,41322300000000.0,336.0,126.0,15534.0
