,reward,best_sol,runtime,area,PE,L1_size,L2_size
0,-1151489.0,"[['X', 156], ['S', 3], ['C', 3], ['Y', 55], ['X', 137], ['R', 3], ['K', 1], ['X', 106], ['R', 3], ['K', 1], ['X', 1], ['C', 1], ['S', 3], ['Y', 1]]",1151489.0,96728.992,168.0,54.0,62662.0
