,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,490981.0,152652.384,0.31035217897415873,168.0,354.0,93546.0,47376.0,40916.736,64359.647999999994,"[['Y', 118], ['X', 57], ['R', 3], ['S', 3], ['K', 44], ['Y', 1], ['C', 3], ['K', 11], ['Y', 1], ['C', 1], ['X', 26], ['K', 1], ['R', 3], ['S', 3]]"
